	ensg	gene_name_v99	ensg_v99
23948	ENSG00000105894	PTN	ENSG00000105894.12
23950	ENSG00000105939	ZC3HAV1	ENSG00000105939.13
23959	ENSG00000106479	ZNF862	ENSG00000106479.11
23982	ENSG00000146857	STRA8	ENSG00000146857.4
23986	ENSG00000146955	RAB19	ENSG00000146955.11
23988	ENSG00000146966	DENND2A	ENSG00000146966.13
23995	ENSG00000157764	BRAF	ENSG00000157764.13
24131	ENSG00000221858	OR2A12	ENSG00000221858.3
24133	ENSG00000221910	OR2F2	ENSG00000221910.2
24432	ENSG00000009335	UBE3C	ENSG00000009335.18
24443	ENSG00000104626	ERI1	ENSG00000104626.15
24444	ENSG00000104643	MTMR9	ENSG00000104643.10
24447	ENSG00000105982	RNF32	ENSG00000105982.16
24458	ENSG00000117868	ESYT2	ENSG00000117868.17
24463	ENSG00000130675	MNX1	ENSG00000130675.15
24464	ENSG00000133561	GIMAP6	ENSG00000133561.15
24466	ENSG00000133612	AGAP3	ENSG00000133612.19
24467	ENSG00000133627	ACTR3B	ENSG00000133627.18
24485	ENSG00000164733	CTSB	ENSG00000164733.21
24487	ENSG00000164816	DEFA5	ENSG00000164816.8
24493	ENSG00000164885	CDK5	ENSG00000164885.13
24499	ENSG00000171044	XKR6	ENSG00000171044.11
24506	ENSG00000173273	TNKS	ENSG00000173273.16
24562	ENSG00000205882	DEFB134	ENSG00000205882.8
24951	ENSG00000104219	ZDHHC2	ENSG00000104219.13
24952	ENSG00000104221	BRF2	ENSG00000104221.13
24969	ENSG00000104760	FGL1	ENSG00000104760.17
24970	ENSG00000104763	ASAH1	ENSG00000104763.19
24972	ENSG00000120875	DUSP4	ENSG00000120875.9
24975	ENSG00000120896	SORBS3	ENSG00000120896.13
24976	ENSG00000120899	PTK2B	ENSG00000120899.18
24988	ENSG00000133874	RNF122	ENSG00000133874.2
24996	ENSG00000147416	ATP6V1B2	ENSG00000147416.11
25001	ENSG00000147443	DOK2	ENSG00000147443.13
25002	ENSG00000147454	SLC25A37	ENSG00000147454.14
25009	ENSG00000155975	VPS37A	ENSG00000155975.10
25010	ENSG00000156006	NAT2	ENSG00000156006.5
25021	ENSG00000159167	STC1	ENSG00000159167.12
25035	ENSG00000168490	PHYHIP	ENSG00000168490.14
25045	ENSG00000175445	LPL	ENSG00000175445.17
25060	ENSG00000188778	ADRB3	ENSG00000188778.6
25088	ENSG00000214050	FBXO16	ENSG00000214050.8
25098	ENSG00000221818	EBF2	ENSG00000221818.9
25124	ENSG00000240694	PNMA2	ENSG00000240694.9
25439	ENSG00000029534	ANK1	ENSG00000029534.20
25448	ENSG00000077782	FGFR1	ENSG00000077782.20
25450	ENSG00000082556	OPRK1	ENSG00000082556.13
25453	ENSG00000104205	SGK3	ENSG00000104205.15
25460	ENSG00000104365	IKBKB	ENSG00000104365.15
25466	ENSG00000104755	ADAM2	ENSG00000104755.15
25467	ENSG00000120925	RNF170	ENSG00000120925.16
25475	ENSG00000137563	GGH	ENSG00000137563.12
25477	ENSG00000137573	SULF1	ENSG00000137573.14
25482	ENSG00000147465	STAR	ENSG00000147465.12
25494	ENSG00000147573	TRIM55	ENSG00000147573.17
25499	ENSG00000164808	SPIDR	ENSG00000164808.17
25512	ENSG00000168522	FNTA	ENSG00000168522.13
25537	ENSG00000181195	PENK	ENSG00000181195.11
25540	ENSG00000185697	MYBL1	ENSG00000185697.16
25553	ENSG00000198363	ASPH	ENSG00000198363.18
25569	ENSG00000205268	PDE7A	ENSG00000205268.10
25754	ENSG00000253729	PRKDC	ENSG00000253729.8
25946	ENSG00000104231	ZFAND1	ENSG00000104231.11
25976	ENSG00000133731	IMPA1	ENSG00000133731.10
25981	ENSG00000140396	NCOA2	ENSG00000140396.13
25983	ENSG00000147588	PMP2	ENSG00000147588.7
25989	ENSG00000147613	PSKH2	ENSG00000147613.8
26005	ENSG00000156482	RPL30	ENSG00000156482.11
26009	ENSG00000164684	ZNF704	ENSG00000164684.13
26013	ENSG00000164751	PEX2	ENSG00000164751.15
26015	ENSG00000164823	OSGIN2	ENSG00000164823.11
26020	ENSG00000164924	YWHAZ	ENSG00000164924.18
26025	ENSG00000164951	PDP1	ENSG00000164951.16
26042	ENSG00000180694	TMEM64	ENSG00000180694.14
26066	ENSG00000205133	TRIQK	ENSG00000205133.12
26437	ENSG00000042832	TG	ENSG00000042832.12
26448	ENSG00000104490	NCALD	ENSG00000104490.18
26469	ENSG00000147650	LRP12	ENSG00000147650.11
26470	ENSG00000147654	EBAG9	ENSG00000147654.15
26471	ENSG00000147655	RSPO2	ENSG00000147655.12
26479	ENSG00000147724	FAM135B	ENSG00000147724.12
26482	ENSG00000154188	ANGPT1	ENSG00000154188.10
26484	ENSG00000155090	KLF10	ENSG00000155090.15
26486	ENSG00000155097	ATP6V1C1	ENSG00000155097.12
26492	ENSG00000156802	ATAD2	ENSG00000156802.13
26494	ENSG00000156831	NSMCE2	ENSG00000156831.8
26506	ENSG00000164933	SLC25A32	ENSG00000164933.12
26515	ENSG00000169398	PTK2	ENSG00000169398.19
26532	ENSG00000178764	ZHX2	ENSG00000178764.8
26555	ENSG00000205002	AARD	ENSG00000205002.4
26940	ENSG00000096968	JAK2	ENSG00000096968.13
26957	ENSG00000107099	DOCK8	ENSG00000107099.15
26958	ENSG00000107104	KANK1	ENSG00000107104.19
26969	ENSG00000120242	IFNA8	ENSG00000120242.4
26979	ENSG00000147789	ZNF7	ENSG00000147789.15
26987	ENSG00000147869	CER1	ENSG00000147869.5
26996	ENSG00000155876	RRAGA	ENSG00000155876.6
26997	ENSG00000155886	SLC24A2	ENSG00000155886.11
27003	ENSG00000160949	TONSL	ENSG00000160949.17
27009	ENSG00000164946	FREM1	ENSG00000164946.19
27013	ENSG00000167653	PSCA	ENSG00000167653.5
27015	ENSG00000167700	MFSD3	ENSG00000167700.9
27025	ENSG00000171855	IFNB1	ENSG00000171855.7
27028	ENSG00000173068	BNC2	ENSG00000173068.18
27032	ENSG00000176956	LY6H	ENSG00000176956.12
27036	ENSG00000178031	ADAMTSL1	ENSG00000178031.17
27049	ENSG00000179832	MROH1	ENSG00000179832.17
27066	ENSG00000183354	KIAA2026	ENSG00000183354.12
27071	ENSG00000185000	DGAT1	ENSG00000185000.12
27437	ENSG00000086062	B4GALT1	ENSG00000086062.12
27438	ENSG00000086065	CHMP5	ENSG00000086065.14
27443	ENSG00000107140	TESK1	ENSG00000107140.16
27452	ENSG00000120156	TEK	ENSG00000120156.21
27456	ENSG00000122692	SMU1	ENSG00000122692.9
27457	ENSG00000122694	GLIPR2	ENSG00000122694.16
27476	ENSG00000137077	CCL21	ENSG00000137077.8
27478	ENSG00000137094	DNAJB5	ENSG00000137094.14
27482	ENSG00000137103	TMEM8B	ENSG00000137103.20
27485	ENSG00000137133	HINT2	ENSG00000137133.11
27499	ENSG00000164967	RPP25L	ENSG00000164967.10
27500	ENSG00000164970	FAM219A	ENSG00000164970.15
27565	ENSG00000205143	ARID3C	ENSG00000205143.3
27947	ENSG00000119125	GDA	ENSG00000119125.16
27958	ENSG00000135018	UBQLN1	ENSG00000135018.14
27962	ENSG00000135047	CTSL	ENSG00000135047.15
27964	ENSG00000135049	AGTPBP1	ENSG00000135049.15
27971	ENSG00000148053	NTRK2	ENSG00000148053.16
27983	ENSG00000165025	SYK	ENSG00000165025.15
27986	ENSG00000165060	FXN	ENSG00000165060.14
28016	ENSG00000187210	GCNT1	ENSG00000187210.14
28075	ENSG00000214929	SPATA31D1	ENSG00000214929.4
28442	ENSG00000081386	ZNF510	ENSG00000081386.12
28444	ENSG00000095209	TMEM38B	ENSG00000095209.12
28456	ENSG00000106799	TGFBR1	ENSG00000106799.13
28478	ENSG00000119446	RBM18	ENSG00000119446.14
28479	ENSG00000119457	SLC46A2	ENSG00000119457.8
28481	ENSG00000119508	NR4A3	ENSG00000119508.18
28491	ENSG00000131668	BARX1	ENSG00000131668.14
28507	ENSG00000136870	ZNF189	ENSG00000136870.10
28508	ENSG00000136872	ALDOB	ENSG00000136872.20
28511	ENSG00000136881	BAAT	ENSG00000136881.11
28513	ENSG00000136888	ATP6V1G1	ENSG00000136888.7
28529	ENSG00000148143	ZNF462	ENSG00000148143.13
28590	ENSG00000188938	FAM120AOS	ENSG00000188938.17
28592	ENSG00000196116	TDRD7	ENSG00000196116.8
28632	ENSG00000204291	COL15A1	ENSG00000204291.11
28930	ENSG00000044574	HSPA5	ENSG00000044574.8
28933	ENSG00000054179	ENTPD2	ENSG00000054179.12
28939	ENSG00000097007	ABL1	ENSG00000097007.19
28946	ENSG00000107147	KCNT1	ENSG00000107147.13
28952	ENSG00000107290	SETX	ENSG00000107290.14
28956	ENSG00000119335	SET	ENSG00000119335.16
28971	ENSG00000125485	DDX31	ENSG00000125485.17
28976	ENSG00000127191	TRAF2	ENSG00000127191.18
28987	ENSG00000130723	PRRC2B	ENSG00000130723.20
28989	ENSG00000136807	CDK9	ENSG00000136807.14
28993	ENSG00000136827	TOR1A	ENSG00000136827.12
29005	ENSG00000136930	PSMB7	ENSG00000136930.13
29021	ENSG00000148296	SURF6	ENSG00000148296.7
29028	ENSG00000148335	NTMT1	ENSG00000148335.14
29049	ENSG00000160326	SLC2A6	ENSG00000160326.14
29053	ENSG00000160360	GPSM1	ENSG00000160360.13
29055	ENSG00000160404	TOR2A	ENSG00000160404.18
29068	ENSG00000165684	SNAPC4	ENSG00000165684.4
29084	ENSG00000167114	SLC27A4	ENSG00000167114.13
29089	ENSG00000167157	PRRX2	ENSG00000167157.11
29090	ENSG00000169155	ZBTB43	ENSG00000169155.10
29092	ENSG00000169692	AGPAT2	ENSG00000169692.13
29093	ENSG00000169925	BRD3	ENSG00000169925.17
29095	ENSG00000170835	CEL	ENSG00000170835.15
29138	ENSG00000187239	FNBP1	ENSG00000187239.17
29141	ENSG00000187713	TMEM203	ENSG00000187713.7
29152	ENSG00000188833	ENTPD8	ENSG00000188833.9
29157	ENSG00000196363	WDR5	ENSG00000196363.9
29170	ENSG00000198113	TOR4A	ENSG00000198113.3
29202	ENSG00000212864	RNF208	ENSG00000212864.3
29434	ENSG00000065675	PRKCQ	ENSG00000065675.15
29437	ENSG00000067064	IDI1	ENSG00000067064.11
29438	ENSG00000067082	KLF6	ENSG00000067082.15
29442	ENSG00000078114	NEBL	ENSG00000078114.18
29451	ENSG00000107614	TRDMT1	ENSG00000107614.22
29454	ENSG00000107897	ACBD5	ENSG00000107897.19
29467	ENSG00000134460	IL2RA	ENSG00000134460.18
29488	ENSG00000148484	RSU1	ENSG00000148484.18
29496	ENSG00000151465	CDC123	ENSG00000151465.14
29503	ENSG00000152455	SUV39H2	ENSG00000152455.16
29511	ENSG00000165568	AKR1E2	ENSG00000165568.18
29512	ENSG00000165609	NUDT5	ENSG00000165609.13
29519	ENSG00000165983	PTER	ENSG00000165983.14
29526	ENSG00000169126	ARMC4	ENSG00000169126.16
29538	ENSG00000181090	EHMT1	ENSG00000181090.21
29539	ENSG00000181192	DHTKD1	ENSG00000181192.12
29935	ENSG00000107551	RASSF4	ENSG00000107551.21
29937	ENSG00000107643	MAPK8	ENSG00000107643.16
29939	ENSG00000107968	MAP3K8	ENSG00000107968.10
29953	ENSG00000148513	ANKRD30A	ENSG00000148513.18
29954	ENSG00000148516	ZEB1	ENSG00000148516.21
29973	ENSG00000165731	RET	ENSG00000165731.20
30027	ENSG00000204174	NPY4R	ENSG00000204174.8
30304	ENSG00000256574	OR13A1	ENSG00000256574.8
30424	ENSG00000035403	VCL	ENSG00000035403.17
30430	ENSG00000079332	SAR1A	ENSG00000079332.15
30432	ENSG00000096717	SIRT1	ENSG00000096717.12
30469	ENSG00000133665	DYDC2	ENSG00000133665.13
30487	ENSG00000148606	POLR3A	ENSG00000148606.13
30505	ENSG00000156502	SUPV3L1	ENSG00000156502.14
30506	ENSG00000156510	HKDC1	ENSG00000156510.13
30532	ENSG00000170312	CDK1	ENSG00000170312.16
30541	ENSG00000176986	SEC24C	ENSG00000176986.16
30550	ENSG00000182180	MRPS16	ENSG00000182180.14
30552	ENSG00000183230	CTNNA3	ENSG00000183230.17
30556	ENSG00000185737	NRG3	ENSG00000185737.13
30567	ENSG00000198246	SLC29A3	ENSG00000198246.9
30934	ENSG00000075826	SEC31B	ENSG00000075826.17
30935	ENSG00000075891	PAX2	ENSG00000075891.21
30943	ENSG00000095585	BLNK	ENSG00000095585.16
30944	ENSG00000095587	TLL2	ENSG00000095587.9
30968	ENSG00000107854	TNKS2	ENSG00000107854.6
30992	ENSG00000119927	GPAM	ENSG00000119927.14
31009	ENSG00000138107	ACTR1A	ENSG00000138107.13
31019	ENSG00000138160	KIF11	ENSG00000138160.6
31028	ENSG00000138207	RBP4	ENSG00000138207.14
31041	ENSG00000148843	PDCD11	ENSG00000148843.15
31056	ENSG00000155629	PIK3AP1	ENSG00000155629.15
31067	ENSG00000166135	HIF1AN	ENSG00000166135.14
31069	ENSG00000166167	BTRC	ENSG00000166167.18
31073	ENSG00000166197	NOLC1	ENSG00000166197.16
31082	ENSG00000171862	PTEN	ENSG00000171862.11
31083	ENSG00000172987	HPSE2	ENSG00000172987.12
31088	ENSG00000174721	FGFBP3	ENSG00000174721.10
31101	ENSG00000185745	IFIT1	ENSG00000185745.10
31104	ENSG00000186862	PDZD7	ENSG00000186862.20
31117	ENSG00000198682	PAPSS2	ENSG00000198682.13
31159	ENSG00000213341	CHUK	ENSG00000213341.11
31421	ENSG00000019995	ZRANB1	ENSG00000019995.6
31425	ENSG00000066468	FGFR2	ENSG00000066468.22
31429	ENSG00000070047	PHRF1	ENSG00000070047.13
31431	ENSG00000089876	DHX32	ENSG00000089876.12
31449	ENSG00000117983	MUC5B	ENSG00000117983.17
31455	ENSG00000121898	CPXM2	ENSG00000121898.13
31456	ENSG00000127884	ECHS1	ENSG00000127884.5
31457	ENSG00000130592	LSP1	ENSG00000130592.15
31471	ENSG00000148702	HABP2	ENSG00000148702.15
31483	ENSG00000149043	SYT8	ENSG00000149043.16
31487	ENSG00000151650	VENTX	ENSG00000151650.8
31493	ENSG00000154473	BUB3	ENSG00000154473.18
31501	ENSG00000165669	FAM204A	ENSG00000165669.14
31504	ENSG00000165806	CASP7	ENSG00000165806.20
31508	ENSG00000165832	TRUB1	ENSG00000165832.6
31511	ENSG00000166033	HTRA1	ENSG00000166033.13
31518	ENSG00000171798	KNDC1	ENSG00000171798.18
31521	ENSG00000174672	BRSK2	ENSG00000174672.16
31527	ENSG00000175470	PPP2R2D	ENSG00000175470.20
31528	ENSG00000175535	PNLIP	ENSG00000175535.6
31574	ENSG00000186795	KCNK18	ENSG00000186795.1
31577	ENSG00000187908	DMBT1	ENSG00000187908.19
31592	ENSG00000197771	MCMBP	ENSG00000197771.12
31606	ENSG00000203772	SPRN	ENSG00000203772.7
31607	ENSG00000203780	FANK1	ENSG00000203780.11
31613	ENSG00000205864	KRTAP5-6	ENSG00000205864.1
31628	ENSG00000214026	MRPL23	ENSG00000214026.11
31920	ENSG00000005801	ZNF195	ENSG00000005801.18
31921	ENSG00000006071	ABCC8	ENSG00000006071.14
31924	ENSG00000021762	OSBPL5	ENSG00000021762.20
31930	ENSG00000070985	TRPM5	ENSG00000070985.13
31943	ENSG00000110680	CALCA	ENSG00000110680.12
31966	ENSG00000133789	SWAP70	ENSG00000133789.15
31980	ENSG00000152270	PDE3B	ENSG00000152270.9
31994	ENSG00000166405	RIC3	ENSG00000166405.15
31995	ENSG00000166407	LMO1	ENSG00000166407.14
31997	ENSG00000166436	TRIM66	ENSG00000166436.16
32003	ENSG00000166483	WEE1	ENSG00000166483.11
32008	ENSG00000167323	STIM1	ENSG00000167323.11
32035	ENSG00000175868	CALCB	ENSG00000175868.14
32040	ENSG00000176742	OR51V1	ENSG00000176742.2
32049	ENSG00000176922	OR51S1	ENSG00000176922.4
32058	ENSG00000180785	OR51E1	ENSG00000180785.10
32102	ENSG00000187918	OR51I2	ENSG00000187918.5
32117	ENSG00000197702	PARVA	ENSG00000197702.14
32139	ENSG00000205339	IPO7	ENSG00000205339.10
32426	ENSG00000052841	TTC17	ENSG00000052841.15
32433	ENSG00000085117	CD82	ENSG00000085117.12
32437	ENSG00000109881	CCDC34	ENSG00000109881.17
32450	ENSG00000110514	MADD	ENSG00000110514.19
32457	ENSG00000121671	CRY2	ENSG00000121671.12
32470	ENSG00000134569	LRP4	ENSG00000134569.10
32472	ENSG00000134574	DDB2	ENSG00000134574.11
32496	ENSG00000149187	CELF1	ENSG00000149187.18
32498	ENSG00000151117	TMEM86A	ENSG00000151117.9
32504	ENSG00000165912	PACSIN3	ENSG00000165912.16
32507	ENSG00000165917	RAPSN	ENSG00000165917.10
32510	ENSG00000165973	NELL1	ENSG00000165973.19
32537	ENSG00000175264	CHST1	ENSG00000175264.8
32548	ENSG00000177054	ZDHHC13	ENSG00000177054.14
32553	ENSG00000179431	FJX1	ENSG00000179431.7
32556	ENSG00000180210	F2	ENSG00000180210.15
32560	ENSG00000182255	KCNA4	ENSG00000182255.7
32562	ENSG00000183161	FANCF	ENSG00000183161.6
32570	ENSG00000186714	CCDC73	ENSG00000186714.12
32591	ENSG00000205213	LGR4	ENSG00000205213.14
32917	ENSG00000006118	TMEM132A	ENSG00000006118.14
32920	ENSG00000071203	MS4A12	ENSG00000071203.9
32924	ENSG00000110031	LPXN	ENSG00000110031.12
32932	ENSG00000110446	SLC15A3	ENSG00000110446.11
32939	ENSG00000124935	SCGB1D2	ENSG00000124935.4
32942	ENSG00000133316	WDR74	ENSG00000133316.15
32949	ENSG00000134825	TMEM258	ENSG00000134825.16
32957	ENSG00000149136	SSRP1	ENSG00000149136.9
32959	ENSG00000149452	SLC22A8	ENSG00000149452.16
32964	ENSG00000149489	ROM1	ENSG00000149489.8
32966	ENSG00000149503	INCENP	ENSG00000149503.13
32967	ENSG00000149506	ZP1	ENSG00000149506.11
32978	ENSG00000156599	ZDHHC5	ENSG00000156599.11
32979	ENSG00000156603	MED19	ENSG00000156603.18
32984	ENSG00000162174	ASRGL1	ENSG00000162174.12
32985	ENSG00000162188	GNG3	ENSG00000162188.6
32999	ENSG00000166900	STX3	ENSG00000166900.17
33001	ENSG00000166926	MS4A6E	ENSG00000166926.8
33004	ENSG00000166930	MS4A5	ENSG00000166930.7
33017	ENSG00000168002	POLR2G	ENSG00000168002.12
33068	ENSG00000181939	OR4C15	ENSG00000181939.3
33076	ENSG00000183134	PTGDR2	ENSG00000183134.5
33077	ENSG00000183908	LRRC55	ENSG00000183908.7
33081	ENSG00000185475	TMEM179B	ENSG00000185475.11
33085	ENSG00000186113	OR5D14	ENSG00000186113.1
33098	ENSG00000189057	FAM111B	ENSG00000189057.11
33101	ENSG00000197629	MPEG1	ENSG00000197629.6
33418	ENSG00000014216	CAPN1	ENSG00000014216.15
33438	ENSG00000110076	NRXN2	ENSG00000110076.19
33440	ENSG00000110092	CCND1	ENSG00000110092.4
33449	ENSG00000110719	TCIRG1	ENSG00000110719.10
33450	ENSG00000110721	CHKA	ENSG00000110721.12
33456	ENSG00000132740	IGHMBP2	ENSG00000132740.8
33458	ENSG00000132746	ALDH3B2	ENSG00000132746.15
33490	ENSG00000162241	SLC25A45	ENSG00000162241.12
33499	ENSG00000165462	PHOX2A	ENSG00000165462.5
33511	ENSG00000168056	LTBP3	ENSG00000168056.16
33517	ENSG00000168067	MAP4K2	ENSG00000168067.12
33523	ENSG00000171631	P2RY6	ENSG00000171631.14
33532	ENSG00000172725	CORO1B	ENSG00000172725.14
33536	ENSG00000172818	OVOL1	ENSG00000172818.10
33545	ENSG00000172938	MRGPRD	ENSG00000172938.3
33550	ENSG00000173120	KDM2A	ENSG00000173120.15
33555	ENSG00000173264	GPR137	ENSG00000173264.14
33580	ENSG00000174669	SLC29A2	ENSG00000174669.12
33589	ENSG00000175115	PACS1	ENSG00000175115.12
33596	ENSG00000175467	SART1	ENSG00000175467.15
33600	ENSG00000175514	GPR152	ENSG00000175514.2
33606	ENSG00000175582	RAB6A	ENSG00000175582.19
33615	ENSG00000179292	TMEM151A	ENSG00000179292.5
33922	ENSG00000077458	FAM76B	ENSG00000077458.13
33925	ENSG00000077616	NAALAD2	ENSG00000077616.11
33943	ENSG00000137486	ARRB1	ENSG00000137486.17
33947	ENSG00000137500	CCDC90B	ENSG00000137500.9
33951	ENSG00000137507	LRRC32	ENSG00000137507.11
33965	ENSG00000149269	PAK1	ENSG00000149269.9
33979	ENSG00000159063	ALG8	ENSG00000159063.13
33984	ENSG00000165490	DDIAS	ENSG00000165490.13
33998	ENSG00000168876	ANKRD49	ENSG00000168876.9
34426	ENSG00000109917	ZPR1	ENSG00000109917.11
34429	ENSG00000109943	CRTAM	ENSG00000109943.9
34438	ENSG00000110330	BIRC2	ENSG00000110330.8
34440	ENSG00000110367	DDX6	ENSG00000110367.13
34453	ENSG00000118181	RPS25	ENSG00000118181.11
34477	ENSG00000137752	CASP1	ENSG00000137752.24
34482	ENSG00000149294	NCAM1	ENSG00000149294.16
34487	ENSG00000149311	ATM	ENSG00000149311.18
34498	ENSG00000150764	DIXDC1	ENSG00000150764.14
34509	ENSG00000152578	GRIA4	ENSG00000152578.13
34511	ENSG00000154114	TBCEL	ENSG00000154114.12
34512	ENSG00000154127	UBASH3B	ENSG00000154127.10
34514	ENSG00000160588	MPZL3	ENSG00000160588.10
34523	ENSG00000166261	ZNF202	ENSG00000166261.11
34564	ENSG00000186174	BCL9L	ENSG00000186174.12
34572	ENSG00000196611	MMP1	ENSG00000196611.5
34594	ENSG00000204381	LAYN	ENSG00000204381.11
34917	ENSG00000010379	SLC6A13	ENSG00000010379.16
34920	ENSG00000011105	TSPAN9	ENSG00000011105.14
34927	ENSG00000064199	SPA17	ENSG00000064199.6
34933	ENSG00000080854	IGSF9B	ENSG00000080854.15
34935	ENSG00000084234	APLP2	ENSG00000084234.17
34938	ENSG00000109832	DDX25	ENSG00000109832.14
34972	ENSG00000111674	ENO2	ENSG00000111674.9
34973	ENSG00000111676	ATN1	ENSG00000111676.15
34975	ENSG00000111679	PTPN6	ENSG00000111679.17
34977	ENSG00000111701	APOBEC1	ENSG00000111701.7
34986	ENSG00000120645	IQSEC3	ENSG00000120645.12
34990	ENSG00000130035	GALNT8	ENSG00000130035.8
34994	ENSG00000134909	ARHGAP32	ENSG00000134909.18
34997	ENSG00000134940	ACRV1	ENSG00000134940.14
35001	ENSG00000139178	C1RL	ENSG00000139178.11
35014	ENSG00000149554	CHEK1	ENSG00000149554.13
35036	ENSG00000159335	PTMS	ENSG00000159335.16
35038	ENSG00000165478	HEPACAM	ENSG00000165478.7
35047	ENSG00000170325	PRDM10	ENSG00000170325.14
35048	ENSG00000170953	OR8B12	ENSG00000170953.3
35071	ENSG00000185652	NTF3	ENSG00000185652.12
35078	ENSG00000196323	ZBTB44	ENSG00000196323.14
35082	ENSG00000197125	OR8B8	ENSG00000197125.3
35102	ENSG00000205857	NANOGNB	ENSG00000205857.2
35113	ENSG00000215009	ACSM4	ENSG00000215009.5
35424	ENSG00000064115	TM7SF3	ENSG00000064115.11
35433	ENSG00000084463	WBP11	ENSG00000084463.8
35442	ENSG00000111215	PRR4	ENSG00000111215.12
35452	ENSG00000111348	ARHGDIB	ENSG00000111348.9
35465	ENSG00000111790	FGFR1OP2	ENSG00000111790.14
35475	ENSG00000121351	IAPP	ENSG00000121351.8
35508	ENSG00000150048	CLEC1A	ENSG00000150048.10
35518	ENSG00000166523	CLEC4E	ENSG00000166523.8
35519	ENSG00000166527	CLEC4D	ENSG00000166527.8
35530	ENSG00000175899	A2M	ENSG00000175899.14
35542	ENSG00000184293	CLECL1	ENSG00000184293.7
35543	ENSG00000186136	TAS2R42	ENSG00000186136.1
35549	ENSG00000197614	MFAP5	ENSG00000197614.11
35915	ENSG00000050426	LETMD1	ENSG00000050426.16
35918	ENSG00000061273	HDAC7	ENSG00000061273.18
35922	ENSG00000079387	SENP1	ENSG00000079387.14
