	ensg	gene_name_v99	ensg_v99
35953	ENSG00000135443	KRT85	ENSG00000135443.8
35956	ENSG00000135472	FAIM2	ENSG00000135472.9
35961	ENSG00000139116	KIF21A	ENSG00000139116.18
35984	ENSG00000139644	TMBIM6	ENSG00000139644.13
35995	ENSG00000161813	LARP4	ENSG00000161813.22
35997	ENSG00000161849	KRT84	ENSG00000161849.3
36006	ENSG00000167553	TUBA1C	ENSG00000167553.15
36019	ENSG00000170486	KRT72	ENSG00000170486.11
36021	ENSG00000170545	SMAGP	ENSG00000170545.17
36024	ENSG00000172867	KRT2	ENSG00000172867.4
36036	ENSG00000177981	ASB8	ENSG00000177981.11
36037	ENSG00000178401	DNAJC22	ENSG00000178401.16
36045	ENSG00000184613	NELL2	ENSG00000184613.10
36049	ENSG00000185958	FAM186A	ENSG00000185958.10
36412	ENSG00000061987	MON2	ENSG00000061987.16
36420	ENSG00000092841	MYL6	ENSG00000092841.18
36421	ENSG00000094914	AAAS	ENSG00000094914.14
36431	ENSG00000111481	COPZ1	ENSG00000111481.10
36434	ENSG00000111536	IL26	ENSG00000111536.5
36439	ENSG00000118596	SLC16A7	ENSG00000118596.12
36442	ENSG00000123307	NEUROD4	ENSG00000123307.4
36443	ENSG00000123329	ARHGAP9	ENSG00000123329.19
36449	ENSG00000123364	HOXC13	ENSG00000123364.5
36450	ENSG00000123374	CDK2	ENSG00000123374.11
36458	ENSG00000127311	HELB	ENSG00000127311.9
36464	ENSG00000135404	CD63	ENSG00000135404.11
36469	ENSG00000135423	GLS2	ENSG00000135423.13
36475	ENSG00000135446	CDK4	ENSG00000135446.17
36487	ENSG00000135655	USP15	ENSG00000135655.16
36491	ENSG00000139263	LRIG3	ENSG00000139263.11
36504	ENSG00000139631	CSAD	ENSG00000139631.18
36513	ENSG00000155974	GRIP1	ENSG00000155974.12
36515	ENSG00000156076	WIF1	ENSG00000156076.10
36525	ENSG00000166886	NAB2	ENSG00000166886.13
36537	ENSG00000170426	SDR9C7	ENSG00000170426.2
36545	ENSG00000170653	ATF7	ENSG00000170653.19
36549	ENSG00000174099	MSRB3	ENSG00000174099.11
36554	ENSG00000175203	DCTN2	ENSG00000175203.15
36574	ENSG00000183735	TBK1	ENSG00000183735.10
36585	ENSG00000186442	KRT3	ENSG00000186442.7
36588	ENSG00000196465	MYL6B	ENSG00000196465.10
36591	ENSG00000196935	SRGAP1	ENSG00000196935.9
36592	ENSG00000197111	PCBP2	ENSG00000197111.15
36907	ENSG00000012504	NR1H4	ENSG00000012504.15
36910	ENSG00000057704	TMCC3	ENSG00000057704.13
36918	ENSG00000074527	NTN4	ENSG00000074527.12
36919	ENSG00000075089	ACTR6	ENSG00000075089.9
36923	ENSG00000084110	HAL	ENSG00000084110.11
36934	ENSG00000111581	NUP107	ENSG00000111581.10
36935	ENSG00000111596	CNOT2	ENSG00000111596.13
36938	ENSG00000111647	UHRF1BP1L	ENSG00000111647.13
36959	ENSG00000133858	ZFC3H1	ENSG00000133858.16
36962	ENSG00000135679	MDM2	ENSG00000135679.25
36964	ENSG00000136021	SCYL2	ENSG00000136021.19
36969	ENSG00000139287	TPH2	ENSG00000139287.13
36970	ENSG00000139289	PHLDA1	ENSG00000139289.13
36972	ENSG00000139292	LGR5	ENSG00000139292.13
36992	ENSG00000166153	DEPDC4	ENSG00000166153.16
36993	ENSG00000166211	SPIC	ENSG00000166211.8
37024	ENSG00000196091	MYBPC1	ENSG00000196091.15
37086	ENSG00000231738	TSPAN19	ENSG00000231738.11
37129	ENSG00000253719	ATXN7L3B	ENSG00000253719.4
37417	ENSG00000084112	SSH1	ENSG00000084112.15
37419	ENSG00000088992	TESC	ENSG00000088992.18
37432	ENSG00000089169	RPH3A	ENSG00000089169.15
37445	ENSG00000110917	MLEC	ENSG00000110917.8
37450	ENSG00000111199	TRPV4	ENSG00000111199.11
37456	ENSG00000111252	SH2B3	ENSG00000111252.11
37489	ENSG00000130783	CCDC62	ENSG00000130783.14
37492	ENSG00000135093	USP30	ENSG00000135093.13
37507	ENSG00000136011	STAB2	ENSG00000136011.15
37508	ENSG00000136026	CKAP4	ENSG00000136026.14
37534	ENSG00000151148	UBE3B	ENSG00000151148.14
37545	ENSG00000166111	SVOP	ENSG00000166111.10
37550	ENSG00000170855	TRIAP1	ENSG00000170855.4
37551	ENSG00000170890	PLA2G1B	ENSG00000170890.14
37552	ENSG00000171310	CHST11	ENSG00000171310.11
37562	ENSG00000175727	MLXIP	ENSG00000175727.14
37568	ENSG00000179295	PTPN11	ENSG00000179295.17
37574	ENSG00000184445	KNTC1	ENSG00000184445.12
37575	ENSG00000185480	PARPBP	ENSG00000185480.11
37586	ENSG00000196917	HCAR1	ENSG00000196917.6
37941	ENSG00000139364	TMEM132B	ENSG00000139364.10
37950	ENSG00000151835	SACS	ENSG00000151835.16
37965	ENSG00000177192	PUS1	ENSG00000177192.14
37977	ENSG00000184209	SNRNP35	ENSG00000184209.15
37985	ENSG00000188026	RILPL1	ENSG00000188026.13
37990	ENSG00000196498	NCOR2	ENSG00000196498.13
38413	ENSG00000102710	SUPT20H	ENSG00000102710.20
38417	ENSG00000102755	FLT1	ENSG00000102755.12
38425	ENSG00000102804	TSC22D1	ENSG00000102804.15
38427	ENSG00000120659	TNFSF11	ENSG00000120659.15
38431	ENSG00000120675	DNAJC15	ENSG00000120675.6
38441	ENSG00000122025	FLT3	ENSG00000122025.15
38446	ENSG00000122042	UBL3	ENSG00000122042.10
38449	ENSG00000123178	SPRYD7	ENSG00000123178.15
38462	ENSG00000133083	DCLK1	ENSG00000133083.14
38463	ENSG00000133101	CCNA1	ENSG00000133101.10
38473	ENSG00000133115	STOML3	ENSG00000133115.12
38492	ENSG00000139514	SLC7A1	ENSG00000139514.13
38493	ENSG00000139515	PDX1	ENSG00000139515.6
38505	ENSG00000151773	CCDC122	ENSG00000151773.13
38509	ENSG00000152213	ARL11	ENSG00000152213.4
38513	ENSG00000165566	AMER2	ENSG00000165566.12
38520	ENSG00000172915	NBEA	ENSG00000172915.18
38523	ENSG00000174032	SLC25A30	ENSG00000174032.17
38532	ENSG00000179813	FAM216B	ENSG00000179813.7
38533	ENSG00000180138	CSNK1A1L	ENSG00000180138.7
38543	ENSG00000186047	DLEU7	ENSG00000186047.10
38546	ENSG00000188342	GTF2F2	ENSG00000188342.12
38550	ENSG00000198553	KCNRG	ENSG00000198553.9
38900	ENSG00000005810	MYCBP2	ENSG00000005810.18
38901	ENSG00000005812	FBXL3	ENSG00000005812.11
38914	ENSG00000102595	UGGT2	ENSG00000102595.20
38916	ENSG00000102805	CLN5	ENSG00000102805.15
38919	ENSG00000118922	KLF12	ENSG00000118922.17
38922	ENSG00000123191	ATP7B	ENSG00000123191.15
38924	ENSG00000125246	CLYBL	ENSG00000125246.15
38926	ENSG00000125257	ABCC4	ENSG00000125257.16
38935	ENSG00000136108	CKAP2	ENSG00000136108.15
38954	ENSG00000152192	POU4F1	ENSG00000152192.8
38959	ENSG00000165416	SUGT1	ENSG00000165416.14
38961	ENSG00000169508	GPR183	ENSG00000169508.7
38970	ENSG00000185352	HS6ST3	ENSG00000185352.8
39402	ENSG00000088448	ANKRD10	ENSG00000088448.14
39406	ENSG00000092201	SUPT16H	ENSG00000092201.10
39409	ENSG00000100823	APEX1	ENSG00000100823.12
39411	ENSG00000102452	NALCN	ENSG00000102452.17
39424	ENSG00000129484	PARP2	ENSG00000129484.13
39432	ENSG00000134899	ERCC5	ENSG00000134899.21
39444	ENSG00000150401	DCUN1D2	ENSG00000150401.15
39446	ENSG00000151287	TEX30	ENSG00000151287.17
39458	ENSG00000165801	ARHGEF40	ENSG00000165801.10
39460	ENSG00000165819	METTL3	ENSG00000165819.12
39465	ENSG00000169385	RNASE2	ENSG00000169385.3
39466	ENSG00000169397	RNASE3	ENSG00000169397.3
39481	ENSG00000176253	OR4K13	ENSG00000176253.3
39488	ENSG00000179636	TPPP2	ENSG00000179636.15
39498	ENSG00000184497	TMEM255B	ENSG00000184497.13
39903	ENSG00000092067	CEBPE	ENSG00000092067.5
39921	ENSG00000100462	PRMT5	ENSG00000100462.16
39925	ENSG00000100804	PSMB5	ENSG00000100804.19
39931	ENSG00000100883	SRP54	ENSG00000100883.12
39941	ENSG00000100918	REC8	ENSG00000100918.13
39957	ENSG00000129518	EAPP	ENSG00000129518.9
39960	ENSG00000129535	NRL	ENSG00000129535.12
39963	ENSG00000136305	CIDEB	ENSG00000136305.11
39966	ENSG00000136367	ZFHX2	ENSG00000136367.14
39983	ENSG00000155463	OXA1L	ENSG00000155463.14
39989	ENSG00000165355	FBXO33	ENSG00000165355.7
40012	ENSG00000187790	FANCM	ENSG00000187790.11
40014	ENSG00000189139	FSCB	ENSG00000189139.6
40405	ENSG00000053770	AP5M1	ENSG00000053770.12
40447	ENSG00000100625	SIX4	ENSG00000100625.9
40451	ENSG00000100647	SUSD6	ENSG00000100647.8
40456	ENSG00000100731	PCNX1	ENSG00000100731.16
40464	ENSG00000126777	KTN1	ENSG00000126777.18
40469	ENSG00000126803	HSPA2	ENSG00000126803.9
40482	ENSG00000134001	EIF2S1	ENSG00000134001.14
40485	ENSG00000139926	FRMD6	ENSG00000139926.15
40493	ENSG00000139988	RDH12	ENSG00000139988.10
40516	ENSG00000172717	FAM71D	ENSG00000172717.16
40520	ENSG00000178974	FBXO34	ENSG00000178974.10
40536	ENSG00000186469	GNG2	ENSG00000186469.8
40543	ENSG00000197930	ERO1A	ENSG00000197930.13
40544	ENSG00000198133	TMEM229B	ENSG00000198133.8
40903	ENSG00000054983	GALC	ENSG00000054983.17
40921	ENSG00000100583	SAMD15	ENSG00000100583.4
40924	ENSG00000100596	SPTLC2	ENSG00000100596.6
40930	ENSG00000100605	ITPK1	ENSG00000100605.17
40931	ENSG00000100628	ASB2	ENSG00000100628.12
40941	ENSG00000100767	PAPLN	ENSG00000100767.16
40947	ENSG00000119608	PROX2	ENSG00000119608.13
40951	ENSG00000119632	IFI27L2	ENSG00000119632.4
40967	ENSG00000119689	DLST	ENSG00000119689.15
40970	ENSG00000119703	ZC2HC1C	ENSG00000119703.15
40986	ENSG00000133962	CATSPERB	ENSG00000133962.8
40988	ENSG00000140022	STON2	ENSG00000140022.13
40993	ENSG00000140057	AK7	ENSG00000140057.9
41007	ENSG00000165533	TTC8	ENSG00000165533.18
41016	ENSG00000165943	MOAP1	ENSG00000165943.5
41020	ENSG00000165959	CLMN	ENSG00000165959.12
41023	ENSG00000170099	SERPINA6	ENSG00000170099.6
41037	ENSG00000182512	GLRX5	ENSG00000182512.5
41040	ENSG00000183648	NDUFB1	ENSG00000183648.11
41045	ENSG00000187105	HEATR4	ENSG00000187105.8
41398	ENSG00000080823	MOK	ENSG00000080823.23
41399	ENSG00000080824	HSP90AA1	ENSG00000080824.18
41403	ENSG00000100664	EIF5	ENSG00000100664.11
41408	ENSG00000126215	XRCC3	ENSG00000126215.14
41414	ENSG00000142208	AKT1	ENSG00000142208.16
41439	ENSG00000184990	SIVA1	ENSG00000184990.13
41894	ENSG00000104067	TJP1	ENSG00000104067.16
41895	ENSG00000114062	UBE3A	ENSG00000114062.20
41905	ENSG00000166923	GREM1	ENSG00000166923.12
41908	ENSG00000170113	NIPA1	ENSG00000170113.16
41919	ENSG00000182256	GABRG3	ENSG00000182256.13
41920	ENSG00000182636	NDN	ENSG00000182636.8
41985	ENSG00000206190	ATP10A	ENSG00000206190.12
42392	ENSG00000062524	LTK	ENSG00000062524.16
42407	ENSG00000103995	CEP152	ENSG00000103995.14
42413	ENSG00000104093	DMXL2	ENSG00000104093.13
42432	ENSG00000128928	IVD	ENSG00000128928.10
42439	ENSG00000134153	EMC7	ENSG00000134153.10
42448	ENSG00000137815	RTF1	ENSG00000137815.14
42454	ENSG00000137843	PAK6	ENSG00000137843.12
42462	ENSG00000137880	GCHFR	ENSG00000137880.6
42469	ENSG00000140199	SLC12A6	ENSG00000140199.12
42477	ENSG00000140280	LYSMD2	ENSG00000140280.14
42480	ENSG00000140287	HDC	ENSG00000140287.11
42514	ENSG00000166963	MAP1A	ENSG00000166963.13
42522	ENSG00000169105	CHST14	ENSG00000169105.7
42526	ENSG00000171763	SPATA5L1	ENSG00000171763.19
42541	ENSG00000182117	NOP10	ENSG00000182117.5
42891	ENSG00000033800	PIAS1	ENSG00000033800.13
42902	ENSG00000074410	CA12	ENSG00000074410.14
42903	ENSG00000074603	DPP8	ENSG00000074603.19
42905	ENSG00000074696	HACD3	ENSG00000074696.13
42933	ENSG00000137764	MAP2K5	ENSG00000137764.20
42935	ENSG00000137776	SLTM	ENSG00000137776.17
42945	ENSG00000137845	ADAM10	ENSG00000137845.15
42946	ENSG00000137868	STRA6	ENSG00000137868.19
42947	ENSG00000137871	ZNF280D	ENSG00000137871.20
42968	ENSG00000140463	BBS4	ENSG00000140463.14
42978	ENSG00000157734	SNX22	ENSG00000157734.14
42979	ENSG00000157890	MEGF11	ENSG00000157890.17
43000	ENSG00000169018	FEM1B	ENSG00000169018.6
43001	ENSG00000169032	MAP2K1	ENSG00000169032.9
43007	ENSG00000171989	LDHAL6B	ENSG00000171989.6
43008	ENSG00000174442	ZWILCH	ENSG00000174442.12
43012	ENSG00000174498	IGDCC3	ENSG00000174498.14
43391	ENSG00000073417	PDE8A	ENSG00000073417.15
43411	ENSG00000138621	PPCDC	ENSG00000138621.12
43423	ENSG00000140400	MAN2C1	ENSG00000140400.17
43429	ENSG00000140497	SCAMP2	ENSG00000140497.16
43430	ENSG00000140505	CYP1A2	ENSG00000140505.7
43434	ENSG00000140521	POLG	ENSG00000140521.15
43440	ENSG00000140538	NTRK3	ENSG00000140538.16
43457	ENSG00000159556	ISL2	ENSG00000159556.10
43466	ENSG00000166823	MESP1	ENSG00000166823.5
43488	ENSG00000172379	ARNT2	ENSG00000172379.21
43497	ENSG00000177971	IMP3	ENSG00000177971.8
43499	ENSG00000178741	COX5A	ENSG00000178741.12
43508	ENSG00000182054	IDH2	ENSG00000182054.9
43515	ENSG00000183496	MEX3B	ENSG00000183496.6
43524	ENSG00000188095	MESP2	ENSG00000188095.6
43528	ENSG00000188869	TMC3	ENSG00000188869.13
43664	ENSG00000259494	MRPL46	ENSG00000259494.2
43887	ENSG00000005513	SOX8	ENSG00000005513.10
43889	ENSG00000007384	RHBDF1	ENSG00000007384.15
43899	ENSG00000065057	NTHL1	ENSG00000065057.9
43905	ENSG00000090565	RAB11FIP3	ENSG00000090565.16
43934	ENSG00000127580	WDR24	ENSG00000127580.17
43947	ENSG00000140443	IGF1R	ENSG00000140443.15
43950	ENSG00000140471	LINS1	ENSG00000140471.17
43962	ENSG00000161981	SNRNP25	ENSG00000161981.11
43997	ENSG00000180185	FAHD1	ENSG00000180185.11
43999	ENSG00000182253	SYNM	ENSG00000182253.15
44009	ENSG00000183971	NPW	ENSG00000183971.8
44015	ENSG00000184471	C1QTNF8	ENSG00000184471.8
44019	ENSG00000185551	NR2F2	ENSG00000185551.15
44087	ENSG00000242612	DECR2	ENSG00000242612.7
44387	ENSG00000005339	CREBBP	ENSG00000005339.15
44388	ENSG00000006007	GDE1	ENSG00000006007.12
44396	ENSG00000038532	CLEC16A	ENSG00000038532.16
44404	ENSG00000069764	PLA2G10	ENSG00000069764.9
44409	ENSG00000089486	CDIP1	ENSG00000089486.17
44410	ENSG00000090447	TFAP4	ENSG00000090447.12
44425	ENSG00000103381	CPPED1	ENSG00000103381.12
44426	ENSG00000103415	HMOX2	ENSG00000103415.12
44429	ENSG00000103429	BFAR	ENSG00000103429.11
44441	ENSG00000122304	PRM2	ENSG00000122304.10
44445	ENSG00000126603	GLIS2	ENSG00000126603.8
44454	ENSG00000140632	GLYR1	ENSG00000140632.17
44455	ENSG00000140650	PMM2	ENSG00000140650.12
44456	ENSG00000140694	PARN	ENSG00000140694.17
44476	ENSG00000166676	TVP23A	ENSG00000166676.16
44515	ENSG00000183747	ACSM2A	ENSG00000183747.12
44523	ENSG00000185338	SOCS1	ENSG00000185338.6
44886	ENSG00000004779	NDUFAB1	ENSG00000004779.10
44892	ENSG00000047578	KIAA0556	ENSG00000047578.13
44899	ENSG00000083093	PALB2	ENSG00000083093.10
44906	ENSG00000099381	SETD1A	ENSG00000099381.18
44910	ENSG00000102882	MAPK3	ENSG00000102882.12
44923	ENSG00000103490	PYCARD	ENSG00000103490.14
44938	ENSG00000140682	TGFB1I1	ENSG00000140682.19
44955	ENSG00000155592	ZKSCAN2	ENSG00000155592.16
44957	ENSG00000155714	PDZD9	ENSG00000155714.13
44962	ENSG00000156873	PHKG2	ENSG00000156873.16
44966	ENSG00000158486	DNAH3	ENSG00000158486.13
44968	ENSG00000166501	PRKCB	ENSG00000166501.14
44970	ENSG00000166847	DCTN5	ENSG00000166847.10
44971	ENSG00000166851	PLK1	ENSG00000166851.15
44983	ENSG00000169189	NSMCE1	ENSG00000169189.17
44985	ENSG00000169217	CD2BP2	ENSG00000169217.9
44999	ENSG00000174943	KCTD13	ENSG00000174943.11
45010	ENSG00000177548	RABEP2	ENSG00000177548.13
45011	ENSG00000178188	SH2B1	ENSG00000178188.14
45395	ENSG00000069329	VPS35	ENSG00000069329.18
45403	ENSG00000087245	MMP2	ENSG00000087245.13
45413	ENSG00000102910	LONP2	ENSG00000102910.14
45428	ENSG00000103042	SLC38A7	ENSG00000103042.9
45431	ENSG00000103479	RBL2	ENSG00000103479.16
45438	ENSG00000125124	BBS2	ENSG00000125124.12
45443	ENSG00000135736	CCDC102A	ENSG00000135736.6
45456	ENSG00000159461	AMFR	ENSG00000159461.15
45468	ENSG00000167208	SNX20	ENSG00000167208.15
45474	ENSG00000176842	IRX5	ENSG00000176842.15
45475	ENSG00000177200	CHD9	ENSG00000177200.17
45476	ENSG00000177508	IRX3	ENSG00000177508.12
45493	ENSG00000205358	MT1H	ENSG00000205358.3
45898	ENSG00000034713	GABARAPL2	ENSG00000034713.8
45900	ENSG00000039068	CDH1	ENSG00000039068.19
45913	ENSG00000102871	TRADD	ENSG00000102871.16
45925	ENSG00000103018	CYB5B	ENSG00000103018.17
45945	ENSG00000132600	PRMT7	ENSG00000132600.16
45958	ENSG00000140835	CHST4	ENSG00000140835.9
45971	ENSG00000141098	GFOD2	ENSG00000141098.13
46003	ENSG00000166848	TERF2IP	ENSG00000166848.7
46021	ENSG00000172824	CES4A	ENSG00000172824.16
46026	ENSG00000178573	MAF	ENSG00000178573.7
46029	ENSG00000180917	CMTR2	ENSG00000180917.17
46035	ENSG00000184517	ZFP1	ENSG00000184517.12
46093	ENSG00000237172	B3GNT9	ENSG00000237172.4
46412	ENSG00000083457	ITGAE	ENSG00000083457.12
46439	ENSG00000129910	CDH15	ENSG00000129910.8
46446	ENSG00000131165	CHMP1A	ENSG00000131165.15
46454	ENSG00000135686	KLHL36	ENSG00000135686.13
46474	ENSG00000141456	PELP1	ENSG00000141456.16
46485	ENSG00000158805	ZNF276	ENSG00000158805.12
46515	ENSG00000168418	KCNG4	ENSG00000168418.7
46524	ENSG00000174238	PITPNA	ENSG00000174238.15
46533	ENSG00000178773	CPNE7	ENSG00000178773.15
46546	ENSG00000183024	OR1G1	ENSG00000183024.3
46560	ENSG00000188176	SMTNL2	ENSG00000188176.12
46564	ENSG00000197912	SPG7	ENSG00000197912.15
46567	ENSG00000198931	APRT	ENSG00000198931.11
46747	ENSG00000262628	OR1D5	ENSG00000262628.1
46896	ENSG00000004975	DVL2	ENSG00000004975.12
46898	ENSG00000006047	YBX2	ENSG00000006047.13
46900	ENSG00000006740	ARHGAP44	ENSG00000006740.17
46905	ENSG00000011295	TTC19	ENSG00000011295.16
46911	ENSG00000072310	SREBF1	ENSG00000072310.17
46912	ENSG00000072778	ACADVL	ENSG00000072778.20
46913	ENSG00000072818	ACAP1	ENSG00000072818.12
46922	ENSG00000108515	ENO3	ENSG00000108515.17
46945	ENSG00000129194	SOX15	ENSG00000129194.8
46948	ENSG00000129204	USP6	ENSG00000129204.17
46961	ENSG00000132514	CLEC10A	ENSG00000132514.13
46986	ENSG00000141506	PIK3R5	ENSG00000141506.13
47002	ENSG00000161958	FGF11	ENSG00000161958.11
47011	ENSG00000167858	TEKT1	ENSG00000167858.13
47019	ENSG00000170175	CHRNB1	ENSG00000170175.11
47040	ENSG00000178999	AURKB	ENSG00000178999.13
47042	ENSG00000179094	PER1	ENSG00000179094.16
47048	ENSG00000179477	ALOX12B	ENSG00000179477.11
47057	ENSG00000181350	LRRC75A	ENSG00000181350.12
47070	ENSG00000184650	ODF4	ENSG00000184650.11
47080	ENSG00000196388	INCA1	ENSG00000196388.8
47084	ENSG00000198844	ARHGEF15	ENSG00000198844.12
47181	ENSG00000240505	TNFRSF13B	ENSG00000240505.9
47271	ENSG00000264424	MYH4	ENSG00000264424.1
47406	ENSG00000083290	ULK2	ENSG00000083290.20
47420	ENSG00000108641	B9D1	ENSG00000108641.17
47432	ENSG00000109118	PHF12	ENSG00000109118.14
47438	ENSG00000128482	RNF112	ENSG00000128482.16
47457	ENSG00000166484	MAPK7	ENSG00000166484.20
47473	ENSG00000176208	ATAD5	ENSG00000176208.9
47475	ENSG00000176927	EFCAB5	ENSG00000176927.15
47477	ENSG00000176994	SMCR8	ENSG00000176994.11
47499	ENSG00000196535	MYO18A	ENSG00000196535.16
47900	ENSG00000033627	ATP6V0A1	ENSG00000033627.16
47903	ENSG00000073536	NLE1	ENSG00000073536.18
47906	ENSG00000073605	GSDMB	ENSG00000073605.18
47929	ENSG00000108759	KRT32	ENSG00000108759.3
47952	ENSG00000131747	TOP2A	ENSG00000131747.15
47953	ENSG00000131748	STARD3	ENSG00000131748.16
47954	ENSG00000131759	RARA	ENSG00000131759.18
47957	ENSG00000141161	UNC45B	ENSG00000141161.11
47963	ENSG00000141736	ERBB2	ENSG00000141736.13
47964	ENSG00000141738	GRB7	ENSG00000141738.14
47965	ENSG00000141741	MIEN1	ENSG00000141741.12
47971	ENSG00000154760	SLFN13	ENSG00000154760.14
47996	ENSG00000171532	NEUROD2	ENSG00000171532.5
48012	ENSG00000178502	KLHL11	ENSG00000178502.6
48020	ENSG00000185379	RAD51D	ENSG00000185379.20
48039	ENSG00000198443	KRTAP4-1	ENSG00000198443.6
48052	ENSG00000204952	FBXO47	ENSG00000204952.3
48066	ENSG00000213417	KRTAP2-4	ENSG00000213417.3
48073	ENSG00000221852	KRTAP1-5	ENSG00000221852.5
48401	ENSG00000005243	COPZ2	ENSG00000005243.10
48419	ENSG00000064195	DLX3	ENSG00000064195.7
48420	ENSG00000064300	NGFR	ENSG00000064300.9
48428	ENSG00000087152	ATXN7L3	ENSG00000087152.15
48430	ENSG00000108309	RUNDC3A	ENSG00000108309.14
48431	ENSG00000108312	UBTF	ENSG00000108312.15
48434	ENSG00000108424	KPNB1	ENSG00000108424.10
48442	ENSG00000108799	EZH1	ENSG00000108799.13
48451	ENSG00000108830	RND2	ENSG00000108830.10
48452	ENSG00000108840	HDAC5	ENSG00000108840.15
48458	ENSG00000108883	EFTUD2	ENSG00000108883.13
48462	ENSG00000120071	KANSL1	ENSG00000120071.14
48477	ENSG00000131096	PYY	ENSG00000131096.10
48490	ENSG00000136448	NMT1	ENSG00000136448.12
48502	ENSG00000141349	G6PC3	ENSG00000141349.8
48505	ENSG00000154920	EME1	ENSG00000154920.14
48506	ENSG00000154945	ANKRD40	ENSG00000154945.7
48510	ENSG00000159182	PRAC1	ENSG00000159182.5
48546	ENSG00000173868	PHOSPHO1	ENSG00000173868.11
48565	ENSG00000184361	SPATA32	ENSG00000184361.13
48568	ENSG00000184988	TMEM106A	ENSG00000184988.8
48909	ENSG00000068097	HEATR6	ENSG00000068097.15
48918	ENSG00000108370	RGS9	ENSG00000108370.17
48923	ENSG00000108395	TRIM37	ENSG00000108395.14
48925	ENSG00000108423	TUBD1	ENSG00000108423.15
48926	ENSG00000108443	RPS6KB1	ENSG00000108443.14
